CB.CB_CD34_1	CB.CB_CD34_2	CB.CB_CD34_3	CB.CB_BFUE_1	CB.CB_BFUE_2	CB.CB_BFUE_3	CB.CB_CFUE_1	CB.CB_CFUE_2	CB.CB_CFUE_3	X20111212.CBPRO1	X20120309.CBPRO2	X20120327.CBPRO3	X20111212.CBEBASO1	X20120309.CBEBASO2	X20120327.CBEBASO3	X20111212.CBLB1	X20120309.CBLB2	X20120327.CBLB3	X20111212.CBPOLY1	X20120309.CBPOLY2	X20120327.CBPOLY3	X20111212.CBORTHO1	X20120309.CBORTHO2	X20120327.CBORTHO3	PB.PB_CD34_1	PB.PB_CD34_2	PB.PB_CD34_3	PB.PB_BFU_1	PB.PB_BFU_2	PB.PB_BFU_3	PB.PB_CFU_1	PB.PB_CFU_2	PB.PB_CFU_3	PB.Pro_PB_1	PB.Pro_PB_2	PB.Pro_PB_3	PB.Early_baso_PB_1	PB.Early_baso_PB_2	PB.Early_baso_PB_3	R.Late_baso_PB_1	R.Late_baso_PB_2	R.Late_baso_PB_3	R.Poly_PB_1	R.Poly_PB_2	R.Poly_PB_3	R.Orth_PB_1	R.Orth_PB_2	R.Orth_PB_3	Geneid
36	36.8	27.9	5	4.7	3.9	38	33.1	10.7	118.3	146.6	152.7	213.9	185.9	189	390.8	291.7	296.7	375.9	375.8	280.5	437	526.5	425.6	40.8	34.9	29.3	15.7	19.8	27.2	59	63	56.1	226.5	240	215.6	324.7	373.2	261.4	473.5	455.8	295.1	452.8	418.5	436.5	734.9	609.1	737.2	OPTN
7.4	9.9	7.3	103.7	99.8	113.4	106.1	107.4	144.8	184.5	161.7	184.6	196.9	195.1	183	153	182.7	162.9	54.9	59.3	39.6	6.9	21.4	16.9	2.1	2.5	5.7	32.8	44.1	39.2	108.5	99.2	86	150.3	168.2	155.4	180	183.7	151.5	172.6	173	139	7	20.3	23.5	16.9	12.4	4	MCM10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UCMA
17.6	19.3	19.9	22.9	20.5	28.3	28	24.8	25.1	24.2	24.7	25	16.6	20.6	21.5	8.6	12.3	14.2	0.7	0.6	0.6	0.4	0.3	0.2	24.8	22.5	25.2	37.8	27.1	19.6	34.2	31.1	38.1	27.4	26.4	28.5	21.7	21.3	24.8	13.7	14.8	23.3	0.4	1.7	1.8	0.3	0.3	0.2	PHYH
40.2	42.9	47.7	108.3	123.9	115.6	87.1	98.7	109.4	53.7	55.7	44.7	51.1	48.7	42.8	44.8	47.1	42.2	22.4	23.2	23.2	3.3	2.1	2.6	34.4	30.1	44.3	103.2	81.5	70.3	93	87.5	92.8	55.9	59.9	53.5	53.7	54.5	50.9	48.7	48.8	52	7.1	20	19	2.1	2.3	1.6	SEPHS1
4.4	1.9	6.6	0.8	0.7	0.2	0.1	0.1	0.1	0	0.2	0	0	0.1	0.2	0	0.1	0	0	0.4	0.1	0.1	0.3	0.1	9.5	5.8	3.6	2.6	2	1.7	1	1	0.8	0.3	0.4	0.2	0.2	0.2	0.1	0.1	0.2	0	1.4	1.6	0.1	2.2	2	0.3	BEND7
14.1	17.5	13.2	23.8	20.5	24.6	26.1	23.7	26	21.7	28.3	27.5	24.3	31	28.1	21.4	32.9	27.9	20.5	27.3	21.8	15.7	22.5	18.7	18.6	15.1	13.9	20.2	16.8	15.3	23.5	21.5	28.9	27.4	26.4	28.3	28.6	30	28.5	28.9	25	29.4	28.8	29.4	28.5	20.5	21	19.2	PRPF18
1.5	2.3	2.2	2.5	2.5	3.1	5.6	4.7	4.2	29.4	28.9	31.1	26.2	30.9	28.7	29.7	35.4	21.5	62.7	108.3	113	52.4	130.3	102.3	1.6	3	1.7	5.1	3.8	6.8	6.8	4.8	5.5	30.8	26.9	24.6	30.6	25.7	24.8	27.7	25	23.1	191.5	172.2	154.4	43.3	49.8	71.8	FRMD4A
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR1265
40.2	32.2	30.8	129.7	193.6	101.9	30.6	39.7	30.5	2	2.1	0.8	1.5	1.6	0.9	0.9	1.2	0.6	0.2	0.2	0.2	0.2	0.1	0.2	12.9	11.3	20.6	27	20	25.3	14.3	12.5	17.1	1.3	1.2	1.7	1.5	1.3	2.2	1.1	0.9	1.7	0.1	0.1	0.1	0.1	0.1	0.1	FAM107B
1	0.6	1.3	0.2	0.4	0.3	0.3	0.4	0.2	0.4	0.8	0.2	0.3	0.3	0.4	0.2	0.4	0.2	0.1	0.1	0	0	0	0	1	0.7	0.7	0.6	0.1	0.1	0.3	0.2	0.5	0.5	0.4	0.2	0.5	0.5	0.3	0.5	0.5	0.4	0.1	0.1	0	0	0	0	CDNF
44.3	37.7	23.5	33.3	30	41	37.1	35.2	50.1	39.7	46.1	44.6	43.8	48.2	40.8	32	45.2	42.7	13.5	16.5	13.1	1.6	1.9	1.7	26.9	36.9	28.5	18.1	28.8	18	39.1	38.1	32.9	40.3	46	37.6	42.5	42.1	36.7	38.7	37.2	38.1	3.2	8.8	9.1	1	1.3	1	HSPA14
9.5	10.6	11.5	46.7	44.8	49.6	48.1	45	56.6	38.7	46.3	39.7	31.7	39.1	30.5	20.3	28.7	26.6	5.6	6.8	8.4	0.7	1.5	1.7	7.2	5.1	8.2	24	28.3	20.6	47.1	50	44	38.5	37.7	37.4	34.9	34	36.3	26.9	24.1	31.8	3.4	6.5	5.5	0.7	0.8	0.5	SUV39H2
15.6	19.7	18.9	29.3	29	27.5	21.7	21.8	23.1	15.7	17.3	20.1	21.9	21.4	24.6	30.9	28.6	30.6	31.5	48.5	38.6	9	14	10.5	26.9	39	14.1	30.3	43.4	38.5	19.5	19.6	17.6	20.8	21.1	19.8	24.4	25.6	20.5	27.5	26.1	21.7	21.4	32.8	23.2	7.5	6.3	8.3	DCLRE1C
0.1	0.1	0.1	0.2	0.1	0.2	0.2	0.1	0.1	0	0	0.1	0	0	0	0.1	0	0.1	0	0	0	0	0	0	0.1	0.3	0.3	0.4	0.1	0.3	0.2	0.1	0.1	0.2	0	0.1	0.1	0.1	0	0	0.2	0.2	0	0	0	0	0	0	MEIG1
0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OLAH
2.1	2.7	3	7.1	4.2	6.4	7.1	5	7.4	3.1	2.7	2.7	1.5	1.8	1.6	0.5	1	0.8	0.1	0.1	0.3	0.1	0	0.1	1.4	1.5	2.4	5.4	4.4	3.9	4.4	3.7	4.8	3.6	3.9	2.9	3	2.4	2.8	1.6	1.3	2.2	0.8	0.9	0.5	0	0.1	0.1	ACBD7
0.1	0.4	0.2	0.1	0.1	0.2	0.2	0	0.1	0	0	0	0.1	0	0.1	0.1	0.1	0	0	0.1	0	0	0	0	0.1	0.1	0.3	0	0	0	0.1	0.1	0	0.1	0	0	0.1	0.1	0	0.1	0	0.1	0	0	0	0	0.2	0.1	C10orf111
3.7	5	3.3	17.6	15	18.5	19.6	19.2	25.5	22.4	22.6	22.7	17.8	19.5	21	11.6	14.3	15.8	6.1	6.7	5.7	5.8	5	4.8	6.6	5.2	4.4	8.8	11.8	12.3	20.4	22.2	21.2	17.3	16.3	15.5	14.1	14.3	13.4	11.8	11.2	14.5	6.4	8.3	8.4	5.8	5.6	5.6	RPP38
12.4	14.4	17.5	24.9	18.3	26.8	20.1	18.4	18.9	16.2	14.3	15.5	11.3	12.7	11.4	5.9	7.4	8.4	0.6	1.4	0.6	0.2	0.2	0.2	9.4	10.8	13.2	10.7	12.5	9.1	16.5	16.9	14.2	13.9	14.9	13.7	12.9	11.6	11.4	9.8	8	9.1	0.5	0.9	1.4	0.4	0.2	0.2	NMT2
9.9	10.8	12.1	20.7	18.3	18.2	21.1	22.6	24.4	14	16.5	10.2	12.2	12.1	11.7	6.9	10	6.9	1.5	1.6	1.2	0.3	0.3	0.2	10.3	12.6	17.6	19.3	13.1	14.2	25.6	26.7	28.7	7.5	7.9	25	6	5.9	23.3	3.9	3.7	24.2	0.4	0.3	1.9	0	0.1	0.2	PPIAP30
6.6	3.7	8.7	58.2	35.7	51	107.8	122.8	92.6	58.1	48.5	44.8	30.5	30.3	29.7	9.3	11.5	9.6	0.2	0.3	0.3	0.1	0.2	0.1	1.5	3.5	6.4	69.9	61.7	41.8	68.7	39.2	67.6	21.3	19.6	25.9	9	6.1	15.1	2.7	2.7	9	0.1	0.1	0.2	0.1	0	0.1	FAM171A1
0	0.1	0	3.1	0.8	0.5	2.5	1.2	0.1	0.2	0.7	0.1	0.1	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0.3	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ITGA8
5.5	7.1	5.2	14.8	13	13.5	30.7	25.4	19.7	25.7	51.6	28.9	24.9	46.7	28.4	23.8	42.7	32.1	18.1	21.7	19.2	6.3	4.5	5	2.9	3.1	4.1	19.8	22	17.9	28.1	49.8	49.8	49.9	46.7	48.8	55.5	52.1	48.2	54.9	49.9	55.5	14.4	30.6	26.9	2.5	4	4.1	FAM188A
3.9	6.4	3.5	27.7	32.1	32.1	26.5	31	33.2	27.1	26.9	21.2	24.5	26.6	23.2	15.7	22	19.4	1.7	4.1	2.1	0.4	0.7	0.4	3.1	3.5	2.6	16.5	19.5	16	28	30.5	27.1	25.1	25.4	24.5	24.2	26.1	22.8	22.7	22.7	20	0.9	1.7	2.8	0.5	0.3	0.4	PTER
0.6	1	0.4	1.3	1.1	2.1	1.1	0.9	2.3	1.4	0.7	2.3	0.8	0.7	1.9	0.5	0.5	1.5	0.1	0.1	0.2	0	0.1	0	0.2	0.1	0.3	0.5	0.7	0	1	1.4	0.6	0.9	1.6	0.8	0.7	0.8	0.4	0.7	0.8	0.3	0	0	0	0	0	0	C1QL3
64.6	68.1	62.6	124.4	101.1	98.7	118	112.3	94.3	94	142.1	85	107.1	144.6	102.9	122.6	153.7	127.6	81.6	121.4	65.5	38.3	46.6	40.1	65.9	47.4	50.8	151.5	99.5	80.2	128.7	107	110.5	108.1	95.9	108.1	130.9	121.2	126.2	163.8	133.2	143.6	94.7	106.7	151	21.6	28.5	44.3	RSU1
5.9	5.4	4.4	0.4	0.3	0.4	0.2	0.1	0.2	0.1	0	0.1	0.1	0	0.1	0.1	0.1	0.1	0	0	0	0	0	0	1.6	1	1.2	0.5	0.2	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0.1	0	0	0	0	0	0	CUBN
5.3	6.6	5.6	14.5	14.3	15.7	11.4	12	16.5	7.2	7	5.9	6.5	7.2	5.4	5	7.8	6.5	0.6	1.1	0.8	0.1	0.1	0	4	2.7	3.3	8.4	8.3	5.2	10.4	10.7	11	6.5	7	6.8	7.1	7.8	6.9	7.1	6.7	7.4	0.2	0.9	1.2	0	0.1	0.1	TRDMT1
1564.6	1503.4	1584.8	417.5	367.4	602.8	70.5	107.3	260.9	8	1.6	1.7	3	2.1	3.5	3.7	2.3	2.4	0.4	0.1	0.1	1	0.5	0.3	2306	1404.4	1870.8	459.6	251	190.1	54.7	35.3	35.2	0.7	0.3	3.7	1.6	1.2	2.2	1.2	0.9	4	0.1	0	0.7	0	0	0.8	VIM
17	17.7	18.7	59.2	41.8	51.4	53.8	59.6	32.7	14.2	9.1	11	12.9	11.2	11.2	13.1	12.5	11.1	5.2	5.3	4	0.7	0.6	0.4	7.2	6.3	12.7	20.2	37.6	16.8	58.9	55.4	36.1	14.5	14.6	13.8	15.4	18.1	14	18.1	18.7	11.5	1.1	4.9	3.2	0.2	0.1	0.1	ST8SIA6
1.3	1	0.8	1.8	1.5	1.8	2.3	3.5	1.4	0.2	0.3	1	0.3	0.2	1	0.4	0.2	0.9	0.1	0.1	0.2	0	0	0	0.7	1.9	1.4	8.1	5.8	2.8	3.8	2.3	2.7	0.4	0.4	0.5	0.7	0.5	0.5	0.6	0.5	0.5	0	0.2	0.2	0	0	0.1	ST8SIA6-AS1
17.3	14.2	21.2	20.1	15.6	15	11.1	10.6	7.7	8.3	14	12.6	4.6	6.8	6.8	2.4	3.2	2.4	3.3	4.5	4.1	5	3.5	3.3	18.8	22.9	19.9	31.5	24.2	14.2	16.4	17.8	14.4	14.7	12.7	9.2	10	8.8	7.9	6.4	5.7	5.8	7.5	7.1	4.9	7.4	7	4.5	PTPLA
147.6	113.6	64.9	60.7	50.9	64.8	56.6	48.2	43.3	96.8	115.8	108.3	101.4	115.8	99.8	111.5	124.3	97.1	138.1	186.3	148.7	88.7	117.2	99.8	76.9	80.9	63.6	50.2	49.8	46.9	68.5	73.9	67.2	122.8	115.9	108.7	130.4	127.4	107.2	138.8	127.9	93.3	202.5	189	145.7	97.4	105.7	70.2	STAM
1	0.5	0.4	0.2	0.3	0.3	0.8	0.5	1.8	1.5	2.6	0.5	1.2	2.3	0.7	1.2	1.9	0.8	1.9	6.7	3.1	4.5	13.5	11.4	0.4	0.2	0.4	0.3	0	0	0.4	0.6	0.3	2.2	2.1	1.1	2.1	3	0.9	1.8	1.5	1.3	10.5	5.6	1.6	14.3	13	4.2	TMEM236
2.9	2.1	1.3	0.7	0.9	2.5	18.1	11.9	81.1	1.6	0.3	0.2	2	2.1	1.1	5.4	1.9	1.1	0.3	0.3	0	0.8	3.7	2.4	0.1	0	0.8	0	0.1	0.2	0.6	0.8	0.3	0.1	0.3	0.9	0.3	0.1	0.1	0.1	0.3	0.1	1	0.4	0.1	4.4	2.4	0.5	MRC1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR511-2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR511-1
0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SLC39A12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LOC100129213
7.1	8.7	8.4	0.7	0.7	0.4	0.4	0.6	0.4	1	0.9	0.9	0.9	1.2	1.4	0.7	1.7	1.8	0.3	0.8	0.6	0.1	0.4	0.2	16.4	16.5	2.9	1.5	2.5	3.5	0.9	0.9	0.4	0.8	1.6	0.7	1.2	1.2	0.9	1	1.2	1.9	0.5	0.8	0.3	0.1	0.1	0	CACNB2
17.6	18.4	11.5	18.5	14.9	15.8	20.3	17.6	18.5	15.7	24.4	21.8	16.5	23.9	23.2	11.4	21.3	19.3	4.5	8.9	7.5	1.6	3.5	2.4	8.4	8.8	8	13.1	13	15.2	20.9	17	18.5	21.8	19.6	19	19.1	17.9	19.3	16.3	14.6	22	6.3	7	5	1.2	1.2	1.1	NSUN6
127.8	183.2	117.9	22.9	23.5	29.1	23	23.9	28.9	30.9	34.8	32.1	28.4	36.5	33.3	20	33.3	30.9	12.6	17.2	16.7	6.1	7.6	6.2	19.8	5.2	12.4	8	12.1	13.9	23.3	20.8	14.7	21.1	23.8	23.8	19.3	22.1	21.1	18.9	21.1	17.9	11	13.1	11.7	8.7	8.7	7	ARL5B
16.4	14.7	11.5	8.2	8.1	5.1	3.4	4.7	4.1	0.6	0.2	0.1	0.2	0.2	0.3	0.3	0.2	0	0.2	0	0	0.5	0.1	0.1	19.5	7.7	6.3	13.1	9.6	10	8.1	5.6	6.5	1.5	1.5	1.8	0.9	0.5	0.8	0.6	0.3	0.8	0	0	0	0	0	0.1	PLXDC2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR4675
0.3	0.1	0	0	0	0	0	0	0	0	0.3	0.1	0.1	0.2	0	0.1	0.1	0	1.2	0.6	0.3	2.8	0.7	0.8	1	2.1	1.4	2.8	6	16.3	0.2	0.2	0.3	0.2	0.3	0.3	0.2	0.2	0.3	0.1	0	0.5	0.4	0.2	0.5	0.2	0.2	0.6	NEBL
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	C10orf113
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NEBL-AS1
1.5	4.4	2.9	1.4	2	0.6	0.2	0.3	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	1.9	4.6	2.2	1.6	2.3	0.4	0.1	0.3	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	C10orf114
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR1915
3.8	2.9	5.6	1	1.1	1	0.5	0.8	1	0.3	0	0.1	0.2	0.2	0.2	0.1	0	0.2	0	0.2	0	0	0.1	0.1	1.6	1.9	3.4	1.5	2.5	1.7	0.7	0.6	0.6	0.3	0.6	0.4	0.3	0.5	0.2	0.2	0.3	0.1	0.1	0.1	0.1	0	0	0	SKIDA1
127.6	148	128	108.7	95.1	96.8	122.5	118.3	109.2	98	101.8	123.9	81.9	91.7	112.5	58.3	68.2	78.9	20.2	29.2	17.1	2.9	4.3	3.7	47.6	48.9	63.4	43.9	65.2	37.2	95.8	104	85	103.5	98.6	101.7	84	87.9	84.6	70.4	67.4	80.3	11.7	26.6	18.1	2.9	2.7	4.4	MLLT10
41.3	43.5	43	37.7	46.3	28.8	30.5	32.1	20.7	21.8	25.8	25.9	22.8	23.4	23.5	26.3	22.9	26.9	49.9	40.4	38.1	7.2	3.7	2.8	63.5	43.5	54.1	52.1	29.7	24.6	39.1	32.4	33.8	20.6	18.6	21.5	19.1	19.3	20.3	22.7	21	20.1	6	14.5	17.8	1	1	2.6	DNAJC1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EBLN1
2.1	4.4	2.6	2.3	2.6	1.6	1.6	2.4	1	0.8	1.3	0.8	0.9	1.6	0.6	1.5	2	1.4	1.1	1.8	1.8	0.1	0.1	0.1	1.8	0.7	1.9	1.8	2.1	1.2	2.2	1.7	3	2.5	2	1.7	3.3	3	1.3	3.7	4	1.9	1.5	2.6	2.3	0.1	0	0.1	LOC100130992
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMMD3-BMI1
8.7	10.9	10.3	18.5	18.1	20	18.2	18.1	19.3	18.7	24.9	20.1	19.3	25.7	21	17.9	23.9	21.5	7.8	10.7	7.9	1.4	1.8	1.4	17.2	21.5	16.2	27.5	23.3	20.2	19.9	20.9	25.7	29.8	28.9	28.5	30.3	29.7	32.6	30.1	26.4	39.7	5.3	9.6	10.2	1.6	1.5	1.7	COMMD3
0.6	1.1	0.5	1.6	1.9	1.3	2	2.4	1.5	3.5	2.8	5.9	3.6	4.1	5.5	3.2	4.5	6	1.9	2.8	3.1	0.6	0.4	0.2	0.6	0.1	0.2	0.3	1.3	1.1	3.4	2.3	2.3	1.8	1.8	2.3	1.5	1.2	2.1	1.5	1.6	1.8	0.3	0.6	0.5	0	0.1	0.1	BMI1
1.1	1.2	1.7	0.3	0.1	0.3	0.4	0.3	0.8	0.1	0.1	0.4	0.1	0.1	0.3	0	0.1	0.3	0	0	0	0	0	0	2.3	3.3	1.5	0.5	0.4	0.2	0.5	0.3	0.3	0.5	0.5	0.2	0.4	0.2	0.1	0.3	0.2	0.1	0	0	0	0	0	0	SPAG6
1.4	2.7	2.2	0.7	0.6	0.7	0.4	0.6	0.3	0.7	0.3	0.8	0.7	0.6	1.1	0.8	0.9	1	0.7	0.8	0.8	0.1	0	0.1	5.4	2.8	2.2	1.6	0.6	0.6	0.7	0.4	0.5	0.5	0.6	0.5	0.8	0.9	0.6	0.7	0.6	0.6	0.2	0.6	0.5	0	0	0	LOC100499489
173.6	152.3	170.6	205.2	155.5	193.1	321.2	297.1	254.7	290.9	344.3	364.4	212.9	267.7	292	154.6	182.4	203.9	315.6	512.8	645.2	803.9	900.3	737.8	97.7	95.2	168.8	73.8	126.7	94.1	328.3	326.8	299.2	344.2	335.7	363.5	272.9	256.9	276.8	211	196.5	217.7	808.2	478.3	421.7	758.7	802.7	638	PIP4K2A
0.1	0	0.2	0	0.1	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ARMC3
8.4	11	12.2	17.4	17.7	15.8	13.2	12.4	13.9	11.7	11.2	10.9	9	11.6	8.3	6.1	7.9	5.8	2.2	1.6	1.5	0.5	0.3	0.2	10	10.6	18.2	23.6	16.9	17.2	12.8	13.7	17.3	12.4	12.6	14.1	10.5	9.8	13.8	8.2	9	11.7	0.3	0.8	0.8	0	0.2	0.1	MSRB2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PTF1A
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	C10orf67
30.3	20.2	33.3	4.3	2.8	2.9	3.8	3.6	4.2	8.7	9.3	14.2	10.9	10.9	12.7	13	12.6	17.3	20	34.6	29.1	16	11.7	9.9	51.1	25.7	29.1	4.2	4.8	4	4.9	5.7	4	10.5	12.3	7.9	13	14.3	10.6	15.5	17.3	11.5	20.9	29.2	18.1	25.5	21.6	16.4	OTUD1
2.8	3.2	3.3	1	1.5	0.1	0.1	0.1	0	0.6	0.3	0.5	0.3	0	0.1	0	0	0	0	0.1	0	0	0	0	0.3	0.2	1.7	0.6	1.4	2.3	0.1	0	0	0	0	0.1	0	0	0	0	0	0.2	0	0	0	0	0	0	KIAA1217
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR603
50.9	43.1	27.1	55.4	50.6	39	70	73.3	57.6	86.7	85.9	83.9	85.1	94.9	83.4	74.9	97.9	72.1	54.1	103.3	45.4	12.9	12.2	8.8	28.4	20.4	19.5	38.1	61.1	43.6	69.7	69.2	52.2	87.6	106	93.7	94.3	104.2	90.1	101.2	116.2	90.2	28.4	70	37.4	6.7	11.3	7.3	ARHGAP21
3.6	3.9	5	6.2	5.2	3.3	2.8	4.4	3.3	0.1	0.1	0.4	0.2	0.1	0.2	0.1	0.3	0.1	0.1	0.1	0.1	0	0	0.1	3	2.7	4.5	6.5	5.4	7.1	3	2.3	3.8	0.1	0.1	0	0.2	0.1	0.1	0.2	0.2	0.2	0	0	0	0	0	0	PRTFDC1
0.2	0.3	0.1	0.1	0.2	0.3	0.1	0.4	0.2	0	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0	0.5	0.3	0.2	0.1	0.3	0.6	0.1	0	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	ENKUR
1.4	2.7	1.7	23.9	24.7	30.4	32.1	35.8	42.1	12.8	18.4	13.4	7.6	12.8	10.1	2.3	5.3	4.7	0	0.1	0.1	0.1	0.1	0	1.1	1.1	2	14.7	12	17.3	24.8	23.5	34.2	14.9	14.5	15	9.1	8	10.8	2.9	2.7	7.6	0	0.1	0.2	0.1	0.2	0	THNSL1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GPR158-AS1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.7	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GPR158
0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MYO3A
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GAD2
48.8	66.7	65.3	83	89	64.2	75.4	45.2	51.5	60.3	50.1	57.4	33.7	28.4	38.4	12.4	11.2	17.1	0.1	0.1	0.1	0	0.1	0	31.5	30.4	48	54.5	47.5	38.9	97.3	80.5	89.1	76.5	54.6	66.4	46	30.2	51.7	22.8	16.6	43.8	0.2	0.4	1	0.1	0	0.1	APBB1IP
0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	1.5	0.2	0.2	0.1	0	0	0	0.1	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	LINC00264
0	0.1	0	0	0	0	0	0.1	0	0.2	0	0.1	0.1	0.2	0.1	0	0	0	0	0	0	0	0	0	0.3	1	0.1	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0.1	0	0	0	0	0	0	0	LINC00202-2
5	5.6	5.3	21.1	19.3	25.8	26.8	26.3	38.8	18.6	18.7	19.1	12.6	16.1	17.5	4.9	8.4	8.5	0.1	0.4	0.3	0.1	0.1	0.1	1.7	2.2	5.1	9.5	10.4	12.1	21.7	21.5	27.4	12.7	13	12.9	8.7	8.1	9.4	3.6	5.1	7	0.1	0.2	0.2	0	0	0	PDSS1
135.1	114.4	92	91.7	80.9	81.2	80.4	79.3	77.2	48.5	63.6	57.1	44.5	57.7	54.7	42.3	53.1	52.8	30.7	38.1	33.4	13.8	14.5	13.4	75.4	80.5	75.6	51.4	58	43.2	81.3	78.2	85.6	60.5	58.7	67	57.1	57.7	57.5	52.8	51.6	56.3	33.4	43.9	37.4	20.1	21.8	17.8	ABI1
0.1	0.2	0.1	0	0	0	0	0	0.1	0.1	0	0.1	0	0	0.1	0	0	0	0	0	0	0	0	0	0.1	0.2	0	0	0.3	0.2	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	LINC00202-1
20.6	24.2	25.7	28.4	24.4	22	36.6	36.6	32.2	24.1	35.3	27.5	18.8	30.6	22.5	10.6	22.6	16.5	1.7	2.6	1.9	0.2	0.5	0.4	6.6	4.4	10.4	10.3	14.9	6.5	33.4	31.7	24.1	20.2	20.9	22	16.1	14.1	17.8	11.1	10.5	14.8	0.4	1.2	1.4	0.3	0.1	0.2	ANKRD26
